address,geometry
"4481 CAMPUS DRIVE, KALAMAZOO, MI","[-85.6375455, 42.25835230000001]"
"1903 WEST MICHIGAN AVE, KALAMAZOO, MI","[-85.6164235, 42.2860673]"
"4701 CAMPUS DRIVE, KALAMAZOO, MI","[-85.6444794, 42.256135]"
"6000 WEST G AVENUE, KALAMAZOO, MI","[-85.6678922, 42.3324905]"
"10 D AVE W, KALAMAZOO, MI","[-85.59066, 42.3770774]"
"7694 WEST MICHIGAN AVENUE, KALAMAZOO, MI","[-85.66266, 42.2672899]"
"3926 SOUTH 9TH STREET, KALAMAZOO, MI","[-85.67840029999999, 42.2527448]"
"5658 W MAIN ST, KALAMAZOO, MI","[-85.6597226, 42.2964522]"
"6767 WEST O AVENUE, OSHTEMO, MI","[-85.6832944, 42.2279297]"
"69676 MI 103, WHITE PIGEON, MI","[-85.76450179999999, 41.7849271]"
"959 INDUSTRIAL DRIVE, ALLEGAN, MI","[-85.8377057, 42.5467248]"
"2830 113TH AVENUE, ALLEGAN, MI","[-85.82254499999999, 42.5137736]"
"1303 LINCOLN RD, ALLEGAN, MI","[-85.8299859, 42.5141206]"
"515 EASTERN AVENUE, ALLEGAN, MI","[-85.8374704, 42.5280548]"
"504 EASTERN AVENUE, ALLEGAN, MI","[-85.8366453, 42.5237915]"
"1173 LINCOLN RD, ALLEGAN, MI","[-85.8035779, 42.5061172]"
"248 NORTH STREET, ALLEGAN, MI","[-85.85007329999999, 42.5367398]"
"1300 LINCOLN ROAD, ALLEGAN, MI","[-85.8299243, 42.512217]"
"3641 108TH AVENUE, ALLEGAN, MI","[-85.96009300000001, 42.4804553]"
"134 IDA STREET, ALLEGAN, MI","[-85.8441847, 42.5391577]"
"4981 2 MILE RD, ATHENS, MI","[-85.2567189, 42.14315759999999]"
"6998 34TH AVE, BANGOR, MI","[-86.0521445, 42.2943745]"
"700 INDUSTRIAL PARKWAY, BANGOR, MI","[-86.12103019999999, 42.3036255]"
"436 PORTER ST, BATTLE CREEK, MI","[-85.1494961, 42.3166289]"
"202 MCGRATH PLACE, BATTLE CREEK, MI","[-85.1389422, 42.32967379999999]"
"1008 RAYMOND RD, BATTLE CREEK, MI","[-85.140259, 42.3240686]"
"190 NORTH CLARK STREET, BATTLE CREEK, MI","[-85.28891340000001, 42.3398189]"
"VERONA WATER TREATMENT PLANT, BATTLE CREEK, MI","[-85.14410939999999, 42.3387756]"
"10250 F. DRIVE N, BATTLE CREEK, MI","[-85.09620489999999, 42.2886641]"
"8574 VERONA RD, BATTLE CREEK, MI","[-85.1289333, 42.33112999999999]"
"425 PORTER STREET, BATTLE CREEK, MI","[-85.15110899999999, 42.31824700000001]"
"275 CLIFF STREET, BATTLE CREEK, MI","[-85.1605141, 42.3099545]"
"989 N. RAYMOND RD., BATTLE CREEK, MI","[-85.1418999, 42.3234664]"
"390 E MICHIGAN ST (STORE 6318), BATTLE CREEK, MI","[-85.1689251, 42.3129363]"
"1184 N RAYMOND RD, BATTLE CREEK, MI","[-85.1406086, 42.3312275]"
"76 ARMSTRONG ROAD, BATTLE CREEK, MI","[-85.2958475, 42.3390491]"
"2594 CAPITAL AVE SW, BATTLE CREEK, MI","[-85.1993923, 42.2635832]"
"15745 S AIRPORT RD, BATTLE CREEK, MI","[-85.2549447, 42.3009738]"
"740 WATKINS RD, BATTLE CREEK, MI","[-85.2805731, 42.2663041]"
"5243 WAYNE RD, BATTLE CREEK, MI","[-85.2843719, 42.3356618]"
"13255 HELMER ROAD S, BATTLE CREEK, MI","[-85.2383093, 42.2665623]"
"195 BRYDGES DRIVE, BATTLE CREEK, MI","[-85.2745107, 42.3430848]"
"301 FRITZ KEIPER BLVD, BATTLE CREEK, MI","[-85.2902312, 42.334559]"
"15955 S. AIRPORT ROAD, BATTLE CREEK, MI","[-85.25044989999999, 42.3045452]"
"2802 CAPITOL AVE SW, BATTLE CREEK, MI","[-85.19897739999999, 42.2607894]"
"4954 W COLUMBIA AVENUE, BATTLE CREEK, MI","[-85.2936253, 42.2744863]"
"4539 WAYNE RD, SPRINGFIELD, MI","[-85.2711559, 42.3301673]"
"170 ANGELL STREET, BATTLE CREEK, MI","[-85.2085793, 42.32408849999999]"
"21472 BEDFORD ROAD NORTH, BATTLE CREEK, MI","[-85.2314684, 42.3840531]"
"300 NORTH AVE, BATTLE CREEK, MI","[-85.1783926, 42.331414]"
"15150 6 1/2 MILE RD, BATTLE CREEK, MI","[-85.1687958, 42.29227410000001]"
"772 EMMETT, BATTLE CREEK, MI","[-85.1471667, 42.3302136]"
"74 N WASHINGTON AVE, BATTLE CREEK, MI","[-85.1889997, 42.3262556]"
"79 EAST FOUNTAIN STREET, BATTLE CREEK, MI","[-85.1856801, 42.3159061]"
"1146 N RAYMOND RD, BATTLE CREEK, MI","[-85.1407929, 42.3298601]"
"255 SOUTH AVE, BATTLE CREEK, MI","[-85.1794219, 42.3080363]"
"30 WATKINS ROAD, BATTLE CREEK, MI","[-85.2969983, 42.2679991]"
"2410 MICHIGAN AVE WEST, BATTLE CREEK, MI","[-85.24887939999999, 42.3505449]"
"150 S MCCAMLY, BATTLE CREEK, MI","[-85.1908618, 42.3188871]"
"459 NORTH BEDFORD ROAD, BATTLE CREEK, MI","[-85.2329044, 42.3582074]"
"9400 SAND RD, BELLEVUE, MI","[-85.03577440000001, 42.4331675]"
"1320 PAW PAW AVE, BENTON HARBOR, MI","[-86.44434969999999, 42.1390655]"
"424 W MAIN ST, BENTON HARBOR, MI","[-86.46323199999999, 42.11302999999999]"
"1997 MEADOWBROOK RD, BENTON HARBOR, MI","[-86.4098322, 42.08016689999999]"
"1042 NORTH CRYSTAL AVENUE, BENTON HARBOR, MI","[-86.4163975, 42.1326842]"
"2755 MEADOWBROOK RD, BENTON HARBOR, MI","[-86.39186459999999, 42.07971999999999]"
"2300 M139, BENTON HARBOR, MI","[-86.4381834, 42.0760688]"
"500 PAW PAW AVE., BENTON HARBOR, MI","[-86.44826259999999, 42.1232604]"
"1285 N CRYSTAL AVE, BENTON HARBOR, MI","[-86.4160416, 42.1364904]"
"1920 YORE AVENUE, BENTON HARBOR, MI","[-86.39021199999999, 42.08209799999999]"
"291 HINKLEY ST, BENTON HARBOR, MI","[-86.4613035, 42.1163876]"
"1394 E EMPIRE, BENTON HARBOR, MI","[-86.425888, 42.1003479]"
"1256 MILTON ST, BENTON HARBOR, MI","[-86.4384206, 42.0949874]"
"1330 E EMPIRE AVE, BENTON HARBOR, MI","[-86.4279045, 42.1002948]"
"1015  NAPIER, BENTON HARBOR, MI","[-86.4341116, 42.087406]"
"470 N PAW PAW AVE, BENTON HARBOR, MI","[-86.4483183, 42.1227709]"
"1589 TOWNLINE RD, BENTON HARBOR, MI","[-86.41995670000001, 42.0740748]"
"2200 EAST EMPIRE AVENUE, BENTON HARBOR, MI","[-86.404929, 42.10037699999999]"
"1200 S CRYSTAL AVE, BENTON HARBOR, MI","[-86.4183353, 42.0963703]"
"1202 TERRITORIAL RD, BENTON HARBOR, MI","[-86.4280627, 42.1217478]"
"1090 S CRYSTAL AVE, BENTON TWP, MI","[-86.41896799999999, 42.09855080000001]"
"9301 MARINE CITY HWY, IRA TWP, MI","[-82.6828548, 42.7217192]"
"212 S VAN BUREN ST, BLOOMINGDALE, MI","[-85.9579758, 42.3804329]"
"300 ALBERS RD, BRONSON, MI","[-85.20324699999999, 41.8775367]"
"135 INDUSTRIAL AVENUE, BRONSON, MI","[-85.19426899999999, 41.87970869999999]"
"404 UNION ST, BRONSON, MI","[-85.1999285, 41.876136]"
"371 INDUSTRIAL AVENUE, BRONSON, MI","[-85.18782569999999, 41.8810101]"
"804 NORTH MATTESON STREET, BRONSON, MI","[-85.19470869999999, 41.8799979]"
"893 W CHICAGO, BRONSON, MI","[-85.2118454, 41.8689955]"
"28060 FINDLEY ROAD, BURR OAK, MI","[-85.4093475, 41.8974876]"
"708 SHERMAN, CASSOPOLIS, MI","[-86.00256949999999, 41.9059551]"
"O KEEFE STREET, CASSOPOLIS, MI","[-86.0100136, 41.9063337]"
"201 N EDWARDS STREET, CASSOPOLIS, MI","[-85.9943756, 41.9142053]"
"580 W BURR OAK STREET, CENTREVILLE, MI","[-85.54110360000001, 41.9233013]"
"180 ASAMA PARKWAY, COLDWATER, MI","[-84.9775281, 41.9521847]"
"1149 MARSHALL ROAD, COLDWATER, MI","[-85.0011473, 42.0480288]"
"380 HAROLD SELLERS DR., COLDWATER, MI","[-85.00052149999999, 41.9403263]"
"657 E CHICAGO ROAD, COLDWATER, MI","[-84.9513935, 41.9371651]"
"572 NEWTON ROAD, COLDWATER, MI","[-84.9667692, 41.9744642]"
"25 BENNETT STREET, COLDWATER, MI","[-84.9955252, 41.9328318]"
"250 N FILLMORE ROAD, COLDWATER, MI","[-85.0237607, 41.9194673]"
"548 RACE ST, COLDWATER, MI","[-85.0259509, 41.9357551]"
"274 EAST CHICAGO RD, COLDWATER, MI","[-84.98983919999999, 41.9382287]"
"600 JAY ST, COLDWATER, MI","[-85.0150448, 41.923973]"
"100 CONCEPT DR, COLDWATER, MI","[-84.975415, 41.9494645]"
"460  JAY ST., COLDWATER, MI","[-85.0159965, 41.9290054]"
"38 FOURTH ST, COLDWATER, MI","[-84.99191119999999, 41.95845389999999]"
"270 AND 220 N. FILLMORE ROAD, COLDWATER, MI","[-85.0244587, 41.9219272]"
"230 S MICHIGAN AVE, COLDWATER, MI","[-84.9760988, 41.9312633]"
"575 RACE STREET, COLDWATER, MI","[-85.0268128, 41.9350665]"
"681 RACE, COLDWATER, MI","[-85.0275482, 41.9310328]"
"325 JAY ST, COLDWATER, MI","[-85.0147877, 41.9336333]"
"355 JAY ST, COLDWATER, MI","[-85.0140067, 41.9329784]"
"267 N. FILLMORE RD, COLDWATER, MI","[-85.0232704, 41.9221625]"
"17  ALLEN AVE., COLDWATER, MI","[-85.0185699, 41.9330711]"
"491 W. GARFIELD, COLDWATER, MI","[-85.023423, 41.9271739]"
"SE CORNER OF E STATE ST AND N MICHIGAN A, COLDWATER, MI","[-84.9809174, 41.9562587]"
"4750 WEST DICKMAN RD, BATTLE CREEK, MI","[-85.27337899999999, 42.3373589]"
"5500 ARMSTRONG RD, BATTLE CREEK, MI","[-85.29356469999999, 42.3416609]"
"1401 SHIGA DRIVE, BATTLE CREEK, MI","[-85.2745437, 42.3050727]"
"2000 RIVER RD. W, BATTLE CREEK, MI","[-85.26507219999999, 42.3441349]"
"10 N CLARK RD, BATTLE CREEK, MI","[-85.2807348, 42.347715]"
"300 FRITZ KEIPER BLVD, BATTLE CREEK, MI","[-85.2924535, 42.3347653]"
"ONE DENSO ROAD, BATTLE CREEK, MI","[-85.28346719999999, 42.3321458]"
"500 FRITZ-KEIPER BLVD., BATTLE CREEK, MI","[-85.29180699999999, 42.3319754]"
"56 LEONARDWOOD DR, BATTLE CREEK, MI","[-85.28150149999999, 42.339991]"
"1500 HILL-BRADY ROAD, BATTLE CREEK, MI","[-85.2751574, 42.3130193]"
"548 AVE A, BATTLE CREEK, MI","[-85.236302, 42.3267308]"
"2500 LOGISTICS DRIVE, BATTLE CREEK, MI","[-85.2720116, 42.3045391]"
"1551 DENSO RD., BATTLE CREEK, MI","[-85.2939081, 42.3322151]"
"155  BROOK ST., BATTLE CREEK, MI","[-85.1857611, 42.3299578]"
"100 HILL BRADY RD, BATTLE CREEK, MI","[-85.27790569999999, 42.334475]"
"177  ANGELL ST., BATTLE CREEK, MI","[-85.20583789999999, 42.3228129]"
"525 N. 24TH STREET, SPRINGFIELD, MI","[-85.22643219999999, 42.32946820000001]"
"126 AVENUE C, SPRINGFIELD, MI","[-85.2177339, 42.32615089999999]"
"300 W ST. JOSEPH STREET, COLOMA, MI","[-86.3136792, 42.1783458]"
"238 N WEST ST, COLOMA, MI","[-86.3083126, 42.1878268]"
"5027 M-63 NORTH, COLOMA, MI","[-86.391516, 42.20279]"
"3927 BESSEMER RD, COLOMA, MI","[-86.34517699999999, 42.183811]"
"3930 BESSEMER RD., COLOMA, MI","[-86.34734279999999, 42.1836554]"
"31450 M86, COLON, MI","[-85.3441804, 41.9583892]"
"59492 SOUTH FARRAND ROAD, COLON, MI","[-85.3457018, 41.9349173]"
"33260 REICHART RD, COLON, MI","[-85.3074228, 42.0300995]"
"175 N WASHINGTON ST, CONSTANTINE, MI","[-85.6706572, 41.84489749999999]"
"67760 US 131, CONSTANTINE, MI","[-85.6669256, 41.8123957]"
"700 CENTREVILLE RD, CONSTANTINE, MI","[-85.6523595, 41.84040479999999]"
"1365 S WASHINGTON, CONSTANTINE, MI","[-85.6602037, 41.8261718]"
"950 INDUSTRIAL DR, CONSTANTINE, MI","[-85.656813, 41.834185]"
"26000 77TH STREET, COVERT, MI","[-86.2922634, 42.3227717]"
"27780  BLUE STAR MEMORIAL HWY., COVERT, MI","[-86.2934657, 42.3476079]"
"78277 COUNTY ROAD 378, COVERT, MI","[-86.306313, 42.2975649]"
"110 SHERWOOD STREET, DECATUR, MI","[-85.9739312, 42.10756689999999]"
"88448 CR 668, DECATUR, MI","[-85.97445689999999, 42.1080979]"
"202 SPAULDING STREET, DOWAGIAC, MI","[-86.10638589999999, 41.9819535]"
"201 PERCY ST, DOWAGIAC, MI","[-86.09647729999999, 41.9922481]"
"52071 M-51 N, DOWAGIAC, MI","[-86.10725529999999, 42.0405536]"
"300 E RAILROAD STREET, DOWAGIAC, MI","[-86.1000191, 41.98838689999999]"
"30000  M-62 WEST, DOWAGIAC, MI","[-86.2040857, 41.9843452]"
"116 N FRONT ST, DOWAGIAC, MI","[-86.10690319999999, 41.9843292]"
"109 S MILL ST, DOWAGIAC, MI","[-86.1022335, 41.9830248]"
"101 WOLF ST, DOWAGIAC, MI","[-86.12297129999999, 41.9874667]"
"51241 M-51 N, DOWAGIAC, MI","[-86.1069429, 42.0526731]"
"413 E PRAIRIE RONDE ST, DOWAGIAC, MI","[-86.09874990000002, 41.99093149999999]"
"58209 M-51 SOUTH, DOWAGIAC, MI","[-86.15272, 41.9526914]"
"1500 RIVER STREET, KALAMAZOO, MI","[-85.5202051, 42.27488140000001]"
"1500 RIVER STREET, KALAMAZOO, MI","[-85.5202051, 42.27488140000001]"
"1500 RIVER STREET, KALAMAZOO, MI","[-85.5202051, 42.27488140000001]"
"5070 EAST N AVE, KALAMAZOO, MI","[-85.530243, 42.2443081]"
"5205 KAISER DRIVE, KALAMAZOO, MI","[-85.5252134, 42.2563894]"
"2272 RIVER STREET, KALAMAZOO, MI","[-85.52192579999999, 42.2677566]"
"7800 E. MICHIGAN AVE., KALAMAZOO, MI","[-85.47619139999999, 42.2883995]"
"5262 E CORK STREET, KALAMAZOO, MI","[-85.5224058, 42.2581298]"
"5858 E. NORTH AVENUE, KALAMAZOO, MI","[-85.51307349999999, 42.2448409]"
"14500 EAST MICHIGAN AVENUE, GALESBURG, MI","[-85.34698990000001, 42.2778853]"
"8938 KRUM AVE, GALESBURG, MI","[-85.4541575, 42.2841408]"
"9000 E MICHIGAN AVE, GALESBURG, MI","[-85.4391693, 42.2870813]"
"13100 E MICHIGAN AVE, GALESBURG, MI","[-85.3738497, 42.2766312]"
"45667 M-51, DECATUR, MI","[-85.9900289, 42.0995566]"
"101 N STATE ST, GOBLES, MI","[-85.8791853, 42.3611335]"
"67901 RED ARROW HWY, HARTFORD, MI","[-86.2042498, 42.198556]"
"62994 TERRITORIAL ROAD, HARTFORD, MI","[-86.1566356, 42.1151769]"
"62994 TERRITORIAL ROAD, HARTFORD, MI","[-86.1566356, 42.1151769]"
"5769 HEAD LAKE ROAD, HASTINGS, MI","[-85.368202, 42.5611557]"
"540 NORTH INDUSTRIAL DR, HASTINGS, MI","[-85.3038062, 42.6530756]"
"1601 S. BEDFORD RD., HASTINGS, MI","[-85.2704614, 42.5963921]"
"1899 N M-43 HWY, HASTINGS, MI","[-85.2917105, 42.6807184]"
"102 COOK RD, HASTINGS, MI","[-85.3105521, 42.6465229]"
"1699 WEST M-43 HWY., HASTINGS, MI","[-85.3208312, 42.6450869]"
"1301 W GREEN STREET, HASTINGS, MI","[-85.3075094, 42.6432547]"
"325 NORTH HANOVER STREET, HASTINGS, MI","[-85.2819472, 42.6528271]"
"975 NORTH M-37 HIGHWAY, HASTINGS, MI","[-85.37659409999999, 42.6663974]"
"1009 WEST GREEN STREET, HASTINGS, MI","[-85.3026658, 42.6447667]"
"1012 ENTERPRISE DR., HASTINGS, MI","[-85.2747936, 42.6360131]"
"210 INDUSTRIAL PARK, HASTINGS, MI","[-85.30425060000002, 42.6503853]"
"61535 M-40, JONES, MI","[-85.795626, 41.90376500000001]"
"PLOPPER  S PIT  46TH ST N OF  64TH, LAWRENCE, MI","[-85.9935332, 42.2278182]"
"715 N MAIN ST, LAWTON, MI","[-85.8516226, 42.17404370000001]"
"72100 M-40 SOUTH, LAWTON, MI","[-85.85326189999999, 42.1573468]"
"400 WALKER ST, LAWTON, MI","[-85.85436109999999, 42.1705084]"
"100 RAILROAD ST, MARCELLUS, MI","[-85.80853239999999, 42.0289827]"
"214 EAST READ STREET, MARCELLUS, MI","[-85.81304589999999, 42.0279192]"
"328 W. MAIN ST., HUDSON, MI","[-84.356442, 41.855139]"
"12451 OLD US  27 S, MARSHALL, MI","[-84.9644713, 42.2891048]"
"19401 15 MILE RD, MARSHALL, MI","[-85.0056263, 42.3586795]"
"14800  P DRIVE NORTH, MARSHALL, MI","[-85.0073465, 42.36024099999999]"
"21521 E MICHIGAN AVE, MARSHALL, MI","[-84.8772118, 42.27556209999999]"
"19218 B DRIVE S, MARSHALL, MI","[-84.9220725, 42.2322683]"
"20177 23 MILE ROAD, MARSHALL, MI","[-84.84949259999999, 42.3653234]"
"906 SOUTH MARSHALL AVE., MARSHALL, MI","[-84.95448309999999, 42.2628525]"
"11040 17 MILE ROAD, MARSHALL, MI","[-84.9632274, 42.2328321]"
"106 E OLIVER, MARSHALL, MI","[-84.9546051, 42.2457589]"
"11101 WEST HANOVER ST, MARSHALL, MI","[-84.97138149999999, 42.2699465]"
"18634 D DR. SOUTH, MARSHALL, MI","[-84.9321379, 42.2148811]"
"1601 BROOKS DRIVE, MARSHALL, MI","[-84.96688069999999, 42.24628440000001]"
"904 INDUSTRIAL RD, MARSHALL, MI","[-84.9760652, 42.26760220000001]"
"450 LEGGIT RD, MARSHALL, MI","[-84.9653768, 42.2531104]"
"904 E ALLEGAN AVE, MARTIN, MI","[-85.63212519999999, 42.5363337]"
"892 E ALLEGAN, MARTIN, MI","[-85.6313222, 42.537068]"
"54943 N MAIN, MATTAWAN, MI","[-85.7772323, 42.2167357]"
"53160 NORTH MAIN STREET, MATTAWAN, MI","[-85.78980849999999, 42.2274957]"
"23930  CONCORD AVE, MATTAWAN, MI","[-85.7843638, 42.2089798]"
"48962 24TH STREET, MATTAWAN, MI","[-85.7864456, 42.2412208]"
"24118 COLE AVENUE, MATTAWAN, MI","[-85.7871062, 42.224184]"
"51665 OSGOOD RD, MENDON, MI","[-85.43525749999999, 42.0483468]"
"25479 PRAIRIE CORNERS, MENDON, MI","[-85.45974629999999, 41.9841348]"
"236 WEST CLARK STREET, MENDON, MI","[-85.4522238, 42.0135091]"
"19110 V DRIVE N, PARTELLO, MI","[-84.9247577, 42.4069458]"
"21663 24 MILE RD, PARTELLO, MI","[-82.89410269999999, 42.6878777]"
"23 1/ 2 MILE RD, PARTELLO, MI","[-84.8391496, 42.415049]"
"320 N FARMER ST., OTSEGO, MI","[-85.6940437, 42.46431399999999]"
"SW/NE/SW OF S18, T29W, R3W, OTSEGO LAKE, MI","[-84.69252999999999, 44.9169578]"
"T29N, R3W SEC 15, OTSEGO LAKE, MI","[-84.69252999999999, 44.9169578]"
"814 NOLA STREET, KALAMAZOO, MI","[-85.59569499999999, 42.2986446]"
"38279 RED ARROW HIGHWAY, PAW PAW, MI","[-85.92057729999999, 42.2130137]"
"58356 CR 671, PAW PAW, MI","[-85.89112460000001, 42.2178171]"
"39149 RED ARROW HWY., PAW PAW, MI","[-85.9282986, 42.2124755]"
"MICHIGAN PAVING & MATERIALS CO, PAW PAW, MI","[-84.39214419999999, 42.2730378]"
"28895 RED ARROW HWY, PAW PAW, MI","[-85.832886, 42.2273151]"
"139 COMMERCIAL, PAW PAW, MI","[-85.89112460000001, 42.2178171]"
"716 S. KALAMAZOO ST., PAW PAW, MI","[-85.8917127, 42.2122513]"
"112 ST JOSEPH STREET, WATERVLIET, MI","[-86.2609739, 42.1870073]"
"942 INDUSTRIAL PARKWAY, PLAINWELL, MI","[-85.6269052, 42.4477963]"
"156 10TH ST, PLAINWELL, MI","[-85.640155, 42.4324385]"
"11 11TH STREET, PLAINWELL, MI","[-85.64814349999999, 42.4230459]"
"470  12TH ST, PLAINWELL, MI","[-85.6716948, 42.45489999999999]"
"333 PETERMAN LANE, PORTAGE, MI","[-85.5928823, 42.2058755]"
"4551 SQUIRES ROAD, QUINCY, MI","[-84.82246359999999, 41.9616524]"
"180 S RAY-QUINCY, QUINCY, MI","[-84.8846545, 41.886944]"
"4551 SQUIRES RD, QUINCY, MI","[-84.82246359999999, 41.9616524]"
"150 S MAIN ST, QUINCY, MI","[-84.88362049999999, 41.9379681]"
"64 COLE ST, QUINCY, MI","[-84.88783939999999, 41.9464916]"
"311 N. BRIGGS RD., QUINCY, MI","[-84.8536077, 41.92872029999999]"
"1146 E. CHICAGO RD, QUINCY, MI","[-84.8564674, 41.9499224]"
"819 WEST CHICAGO ROAD, QUINCY, MI","[-84.8907243, 41.9425891]"
"1160 EAST CHICAGO ROAD, QUINCY, MI","[-84.8472403, 41.9481243]"
"4706 M-63, COLOMA, MI","[-86.3968573, 42.1974307]"
"8676 E M 89 HWY, RICHLAND, MI","[-85.4550036, 42.3761598]"
"5300 N. 28TH STREET, RICHLAND, MI","[-85.49322599999999, 42.3372846]"
"481 RENAISSANCE DR, SAINT JOSEPH, MI","[-86.47509099999999, 42.1167959]"
"229 KERTH ST, SAINT JOSEPH, MI","[-86.49728569999999, 42.0754129]"
"1776 HILLTOP RD, SAINT JOSEPH, MI","[-86.4974409, 42.0795029]"
"1234 NAPIER AVE, SAINT JOSEPH, MI","[-86.4783353, 42.0886172]"
"3000 LAKEVIEW AVE, SAINT JOSEPH, MI","[-86.4892386, 42.0805914]"
"3737  RED ARROW HIGHWAY, SAINT JOSEPH, MI","[-86.51260289999999, 42.0491581]"
"425 STATE ST, SAINT JOSEPH, MI","[-86.4827141, 42.10788669999999]"
"STATION #4357, SAINT JOSEPH, MI","[-86.48072080000001, 42.1094545]"
"521 LANGLEY AVE, SAINT JOSEPH, MI","[-86.474301, 42.1022664]"
"2180 MAIDEN LANE, SAINT JOSEPH, MI","[-86.5076182, 42.049205]"
"2805 NILES AVE, SAINT JOSEPH, MI","[-86.4849851, 42.0850543]"
"2820 HAGAR DR., SCHOOLCRAFT, MI","[-85.6226887, 42.1121867]"
"16000 US 131, SCHOOLCRAFT, MI","[-85.6355097, 42.0913247]"
"8787 SOUTH 38TH ST., SCOTTS, MI","[-85.39292789999999, 42.1898115]"
"12001-12499 E R AVE, S20 T3S R9W, SCOTTS, MI","[-85.3933194, 42.1869711]"
"T50N, R33W, LANSE, MI","[-88.45290849999999, 46.7565991]"
"1310 KALAMAZOO ST, SOUTH HAVEN, MI","[-86.2762443, 42.3861433]"
"15400 72ND ST, SOUTH HAVEN, MI","[-86.24639119999999, 42.3630973]"
"201 LOVEJOY AVENUE, SOUTH HAVEN, MI","[-86.2790995, 42.3854684]"
"201 LOVEJOY ST., SOUTH HAVEN, MI","[-86.2790995, 42.3854684]"
"1635 STIEVE DR., SOUTH HAVEN, MI","[-86.2790995, 42.3787144]"
"400 AYLWORTH AVE, SOUTH HAVEN, MI","[-86.2750793, 42.3878942]"
"1421 KALAMAZOO ST, SOUTH HAVEN, MI","[-86.27303189999999, 42.3848496]"
"200 LOVEJOY ROAD, SOUTH HAVEN, MI","[-86.27950059999999, 42.3846474]"
"901 N. CENTERVILLE, STURGIS, MI","[-85.42611169999999, 41.8097434]"
"305 WEST SOUTH STREET, STURGIS, MI","[-85.4232095, 41.789158]"
"405 WEST SOUTH STREET, STURGIS, MI","[-85.42498309999999, 41.7900041]"
"69777 WHITE STREET, STURGIS, MI","[-85.4233525, 41.7870446]"
"1101 NORTH CLAY STREET, STURGIS, MI","[-85.42333049999999, 41.81432270000001]"
"800 N CENTERVILLE RD, STURGIS, MI","[-85.4291793, 41.8071164]"
"500 INTERNATIONAL WAY, STURGIS, MI","[-85.4264341, 41.8038641]"
"518 N CENTERVILLE RD, STURGIS, MI","[-85.4294973, 41.8038308]"
"66635 N-M66, STURGIS, MI","[-85.4162695, 41.8307452]"
"110 N FRANKS AVE, STURGIS, MI","[-85.4003096, 41.8028227]"
"1501 PROGRESS ST, STURGIS, MI","[-85.4377186, 41.8046222]"
"1210 PROGRESS STREET, STURGIS, MI","[-85.4340917, 41.8030052]"
"1861 CENTERVILLE ROAD, STURGIS, MI","[-85.4292961, 41.77870619999999]"
"2160 S. CENTERVILLE ROAD, STURGIS, MI","[-85.42774399999999, 41.7843941]"
"1107 PROGRESS ST., STURGIS, MI","[-85.4322586, 41.8048896]"
"1855 W. CHICAGO RD., STURGIS, MI","[-85.44154669999999, 41.7986099]"
"60560 FILMORE RD, STURGIS, MI","[-85.439532, 41.9184291]"
"309 N PROSPECT ST, STURGIS, MI","[-85.41321219999999, 41.8042682]"
"1139 HAINES BOULEVARD, STURGIS, MI","[-85.43256029999999, 41.8186814]"
"703 N. CENTERVILLE RD., STURGIS, MI","[-85.4279456, 41.806347]"
"505 WEST CHICAGO RD., STURGIS, MI","[-85.42582949999999, 41.798684]"
"1211 PROGRESS ST, STURGIS, MI","[-85.4346849, 41.8046835]"
"1500 PROGRESS ST, STURGIS, MI","[-85.4364291, 41.8030204]"
"6900 EAST MICHIGAN AVENUE, COMSTOCK TWP, MI","[-85.49317339999999, 42.2882953]"
"ONE MANUFACTURING DR, THREE RIVERS, MI","[-85.64208649999999, 41.9573087]"
"888 W BROADWAY RD, THREE RIVERS, MI","[-85.6453336, 41.9313949]"
"816 MAPLE ST., THREE RIVERS, MI","[-85.6381878, 41.9554881]"
"111  DAY DR, THREE RIVERS, MI","[-85.6493476, 41.94052019999999]"
"1111  RIVER  ROAD, THREE RIVERS, MI","[-85.6214545, 41.9397186]"
"1321 THIRD STREET, THREE RIVERS, MI","[-85.6316033, 41.93002329999999]"
"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
"415 W CUSHMAN, THREE RIVERS, MI","[-85.64003459999999, 41.95393420000001]"
"16805 HEIMBACH RD., THREE RIVERS, MI","[-85.6291138, 41.9980439]"
"55255 FRANKLIN ST, THREE RIVERS, MI","[-85.6316882, 41.9293132]"
"10298 M-60 WEST, THREE RIVERS, MI","[-85.76578339999999, 41.90478179999999]"
"333 W MICHIGAN AVE, THREE RIVERS, MI","[-85.63650160000002, 41.9429729]"
"503 SOUTH MAIN ST, THREE RIVERS, MI","[-85.6283709, 41.9379265]"
"14094 W. M-60, THREE RIVERS, MI","[-85.6807271, 41.9241412]"
"8380 E HWY M-60, UNION CITY, MI","[-85.1315182, 42.0767405]"
"8530  HIGHWAY M-60  E., UNION CITY, MI","[-85.12935999999999, 42.079873]"
"594 HWY M 60 W, UNION CITY, MI","[-85.1414733, 42.0739914]"
"17336 M-60 EAST, VANDALIA, MI","[-85.9025793, 41.9165463]"
"870 S MAIN, VERMONTVILLE, MI","[-85.0259039, 42.61755350000001]"
"14300 PORTAGE RD, VICKSBURG, MI","[-85.5702206, 42.1103354]"
"1950 E W AVE, VICKSBURG, MI","[-85.532775, 42.1200456]"
"5411 EAST V AVENUE, VICKSBURG, MI","[-85.52183459999999, 42.1293848]"
