address,geometry
"510 E GROVE ST, GREENVILLE, MI","[-85.2443452, 43.1827912]"
"1323 CALLAGHAN STREET, GREENVILLE, MI","[-85.231546, 43.1859629]"
"7603 SNOWS LAKE RD., GREENVILLE, MI","[-85.2736132, 43.1338461]"
"1323 MOORE DRIVE, GREENVILLE, MI","[-85.231974, 43.1879251]"
"1515 SHEARER ROAD, GREENVILLE, MI","[-85.269256, 43.1954344]"
"1413 CALLAGHAN ST., GREENVILLE, MI","[-85.2281716, 43.18603040000001]"
"5835 VINING RD, GREENVILLE, MI","[-85.2419642, 43.2098136]"
"1212 FAIRPLAINES, GREENVILLE, MI","[-85.23456279999999, 43.1708175]"
"712 INDUSTRIAL PARK DR, GREENVILLE, MI","[-85.2299647, 43.1882957]"
"6288 GREENVILLE RD, GREENVILLE, MI","[-85.252907, 43.20301720000001]"
"1321 VAN DEINSE STREET, GREENVILLE, MI","[-85.231974, 43.1912467]"
"8281 SNOWS LAKE RD., GREENVILLE, MI","[-85.2397086, 43.13308749999999]"
"1943 CEDAR STREET, HOLT, MI","[-84.51328699999999, 42.6379524]"
"4195 WILLOUGHBY ROAD, HOLT, MI","[-84.51111759999999, 42.6544018]"
"2382  JARCO DR, HOLT, MI","[-84.5121418, 42.6517446]"
"1489 CEDAR ST, HOLT, MI","[-84.50374289999999, 42.6265982]"
"5035 HOLT ROAD, HOLT, MI","[-84.54460449999999, 42.6403164]"
"1781 HOLLOWAY DRIVE, HOLT, MI","[-84.4892776, 42.63410210000001]"
"1961 HOLLOWAY DRIVE, HOLT, MI","[-84.4931007, 42.6401757]"
"1045 DURANT, HOWELL, MI","[-83.9812054, 42.6176937]"
"301 CATRELL DR., HOWELL, MI","[-83.9137107, 42.6055883]"
"3205 E GRAND RIVER, HOWELL, MI","[-83.89094759999999, 42.5939293]"
"1445 W MCPHERSON PARK DR., HOWELL, MI","[-83.9471986, 42.6051703]"
"5775 BRIGHTON PINES COURT, HOWELL, MI","[-83.8381874, 42.5673795]"
"794 CHILSON ROAD, HOWELL, MI","[-83.89907529999999, 42.5864544]"
"604 S MICHIGAN, HOWELL, MI","[-83.9327218, 42.6029938]"
"1200 DURANT DR, HOWELL, MI","[-83.9794693, 42.6192035]"
"3990  CROOKED LAKE  RD, HOWELL, MI","[-83.8755298, 42.554158]"
"7031 MUNSELL ROAD, HOWELL, MI","[-84.04795969999999, 42.5601565]"
"1450 MCPHERSON PARK, HOWELL, MI","[-83.946632, 42.6023047]"
"645 LUCY ROAD, HOWELL, MI","[-83.9137935, 42.5928572]"
"627 S DEARBORN, HOWELL, MI","[-83.9290194, 42.6009865]"
"1301 MCPHERSON PARK DR., HOWELL, MI","[-83.9435252, 42.6043056]"
"725 MCPHERSON PARK DR, HOWELL, MI","[-83.94046929999999, 42.60079169999999]"
"645 LUCY RD, HOWELL, MI","[-83.9137935, 42.5928572]"
"4500 E GRAND RIVER, HOWELL, MI","[-83.86370339999999, 42.58187119999999]"
"3505 W GRAND RIVER, HOWELL, MI","[-83.9834994, 42.6257615]"
"1480 MCPHERSON PARK DR, HOWELL, MI","[-83.95226459999999, 42.6065626]"
"3970 PARSONS RD, HOWELL, MI","[-83.9921166, 42.6225356]"
"1100   SUTTON AVENUE, HOWELL, MI","[-83.9146624, 42.60628699999999]"
"433 HIGHLAND ROAD, HOWELL, MI","[-83.9177244, 42.6227647]"
"301 MILL ST, IONIA, MI","[-85.0522464, 42.9801088]"
"6595 S. STATE ROAD, IONIA, MI","[-85.07473809999999, 42.8919037]"
"314 S STEELE ST, IONIA, MI","[-85.0663677, 42.9769762]"
"1342 WEST MAIN STREET, IONIA, MI","[-85.0941112, 42.9758934]"
"700 EAST PECK LAKE ROAD, IONIA, MI","[-85.06040610000001, 42.898644]"
"2811 S STATE STREET, IONIA, MI","[-85.0742582, 42.9445044]"
"14 N BEARDSLEY ROAD, IONIA, MI","[-85.02821809999999, 42.9873017]"
"719 WEST MAIN STREET, IONIA, MI","[-85.0761038, 42.9807299]"
"510 APPLE TREE DR, IONIA, MI","[-85.0727404, 42.9967268]"
"155 S SAGINAW, LAPEER, MI","[-83.3039993, 43.0489786]"
"185 INDUSTRIAL PARKWAY, ITHACA, MI","[-84.5895185, 43.294769]"
"515 UNION ST, ITHACA, MI","[-84.5984368, 43.2976746]"
"SOUTH ALGERS AND WASHINGTON, ITHACA, MI","[-84.5764951, 43.2914134]"
"1300 S COUNTY FARM RD, ITHACA, MI","[-84.6096421, 43.2737089]"
"SECTION 5, NORTH STAR TWP, ITHACA, MI","[-84.60750039999999, 43.2916975]"
"301 AVENUE B - INDUSTRIAL PARKWAY, ITHACA, MI","[-84.5908417, 43.2947634]"
"1210 AVENUE A, ITHACA, MI","[-84.5905822, 43.2938406]"
"205 INDUSTRIAL PARKWAY, ITHACA, MI","[-84.5886184, 43.2952534]"
"1201 COUNTY FARM RD, ITHACA, MI","[-84.6077346, 43.2764282]"
"1266 E. WASHINGTON ROAD, ITHACA, MI","[-84.5765323, 43.2910528]"
"9542 BEARD ROAD, LAINGSBURG, MI","[-84.3328612, 42.8051226]"
"9260 EATON HIGHWAY, LAKE ODESSA, MI","[-85.1062379, 42.7693264]"
"7795 SADDLEBAG LAKE RD, LAKE ODESSA, MI","[-85.07847679999999, 42.7647692]"
"3100 BONANZA ROAD, LAKE ODESSA, MI","[-85.1354326, 42.7922302]"
"609 TUPPER LAKE ST, LAKE ODESSA, MI","[-85.14356099999999, 42.785865]"
"13751 HARWOOD ROAD, LAKE ODESSA, MI","[-85.09380310000002, 42.7887115]"
"1315 SHERMAN ST, LAKE ODESSA, MI","[-85.1414554, 42.785112]"
"211 REESE ST, WOODBURY, MI","[-85.0744488, 42.7611436]"
"685 HULL RD, MASON, MI","[-84.4374517, 42.561394]"
"665 HULL RD, MASON, MI","[-84.439842, 42.562374]"
"432  HOGSBACK RD, MASON, MI","[-84.4666337, 42.5958836]"
"104 S LANSING ST, MASON, MI","[-84.4489771, 42.5819173]"
"600 CURTIS STREET, MASON, MI","[-84.452675, 42.5860738]"
"200 KIPP RD, MASON, MI","[-84.4412254, 42.5647841]"
"4904 W BARNES RD, MASON, MI","[-84.53833449999999, 42.524209]"
"4200 LEGION DRIVE, MASON, MI","[-84.46988929999999, 42.5943002]"
"384 S EVERY RD, MASON, MI","[-84.3843483, 42.5701816]"
"822 KIM DR, MASON, MI","[-84.4562357, 42.5950526]"
"1365 N CEDAR ST, MASON, MI","[-84.50165319999999, 42.6222648]"
"2325 KIPP RD, MASON, MI","[-84.435217, 42.5648539]"
"700 ZIMMERMAN RD, MASON, MI","[-84.4537342, 42.5913829]"
"2211 GRAND COMMERCE DRIVE, BRIGHTON, MI","[-83.997829, 42.63171639999999]"
"5835 FISHER ROAD, HOWELL, MI","[-83.9192994, 42.6844311]"
"1650 N BURKHART ROAD, HOWELL, MI","[-83.99308780000001, 42.6234442]"
"1880 HYDRAULIC DRIVE, HOWELL, MI","[-83.9902362, 42.6253529]"
"3705  WEST GRAND RIVER RD., HOWELL TWP, MI","[-83.98732249999999, 42.6267055]"
"5742 SOUTH PENDELL ROAD, MIDDLETON, MI","[-84.7305524, 43.2159619]"
"305 N NEWTON STREET, MIDDLETON, MI","[-84.7090886, 43.1846214]"
"306 N CAROLINE, MIDDLETON, MI","[-84.70513729999999, 43.1848502]"
"3400 SOUTH LITTLEFIELD ROAD, DEERFIELD TWP, MI","[-84.9469663, 43.589287]"
"455 N MASON, MASON, MI","[-84.44895009999999, 42.58412329999999]"
"2290 MAY ST, MOUNT PLEASANT, MI","[-84.8018388, 43.59585730000001]"
"1221 SOUTH DR, MOUNT PLEASANT, MI","[-84.76097279999999, 43.5993477]"
"3737 SOUTH ISABELLA ROAD, MOUNT PLEASANT, MI","[-84.74673530000001, 43.5864825]"
"1799 GOVER PARKWAY, MOUNT PLEASANT, MI","[-84.7418399, 43.5868373]"
"900 S. BRADLEY STREET, MOUNT PLEASANT, MI","[-84.797738, 43.5963685]"
"900 S. BRADLEY STREET, MOUNT PLEASANT, MI","[-84.797738, 43.5963685]"
"900 S. BRADLEY, MOUNT PLEASANT, MI","[-84.797738, 43.5963685]"
"900 S. BRADLEY STREET, MOUNT PLEASANT, MI","[-84.797738, 43.5963685]"
"900 S. BRADLEY STREET, MOUNT PLEASANT, MI","[-84.797738, 43.5963685]"
"1011 INDUSTRIAL AVE, MOUNT PLEASANT, MI","[-84.7624002, 43.62275959999999]"
"502 W PICKARD STREET, MOUNT PLEASANT, MI","[-84.7794495, 43.6122832]"
"1720 S. EAST CAMPUS DRIVE, MOUNT PLEASANT, MI","[-84.7703212, 43.58587000000001]"
"3282 S CRAPO RD, NORTH STAR, MI","[-84.5239326, 43.2427787]"
"2400 BENNETT ROAD, OKEMOS, MI","[-84.43705829999999, 42.69922469999999]"
"9915 W M-21, OVID, MI","[-84.36554129999999, 42.9997947]"
"9464 WEST M-21, OVID, MI","[-84.3545292, 42.998798]"
"431 W WILLIAMS ST, OVID, MI","[-84.3791758, 43.0062706]"
"9480 EAST M-21, OVID, MI","[-84.3710115, 43.0015754]"
"2271 W DEWEY RD, OWOSSO, MI","[-84.2125121, 42.9685542]"
"655 WABASSEE DR, OWOSSO, MI","[-84.2039989, 42.9887024]"
"2301 WEST DEWEY, OWOSSO, MI","[-84.2128469, 42.9684554]"
"1510 HATHAWAY DRIVE, OWOSSO, MI","[-84.19277199999999, 43.0024344]"
"401 SOUTH CHESTNUT, OWOSSO, MI","[-84.1950652, 42.9949108]"
"2153 W MAIN ST, OWOSSO, MI","[-84.20869350000001, 42.9973394]"
"1655 INDUSTRIAL DR, OWOSSO, MI","[-84.151053, 42.9816127]"
"815 E WILDERMUTH RD, OWOSSO, MI","[-84.10716049999999, 43.0314231]"
"777 BUSHA RD, OWOSSO, MI","[-84.2705531, 42.9885136]"
"465 S DELANEY RD, OWOSSO, MI","[-84.205152, 42.991032]"
"401 S DELANEY RD, OWOSSO, MI","[-84.2049873, 42.9926892]"
"109 E. COMSTOCK ST., OWOSSO, MI","[-84.1702657, 42.9967393]"
"826 W KING ST, OWOSSO, MI","[-84.1814947, 43.0054317]"
"1940 STEWART, OWOSSO, MI","[-84.2007455, 42.9908467]"
"599 S GOULD ST, OWOSSO, MI","[-84.1572802, 42.9897041]"
"201 S DELANEY RD, OWOSSO, MI","[-84.2049873, 42.9948089]"
"151 N DELANEY RD, OWOSSO, MI","[-84.2067581, 42.999554]"
"441 CLEVELAND STREET, OWOSSO, MI","[-84.1992501, 43.0029988]"
"1410 CHIPPEWA TRAIL, OWOSSO, MI","[-84.1809334, 43.0181378]"
"403 S STATE ST, OWOSSO, MI","[-84.18501169999999, 42.9952613]"
"630 S CHESTNUT STREET, OWOSSO, MI","[-84.1970388, 42.9927787]"
"200 UNIVERSAL DR, OWOSSO, MI","[-84.1714259, 42.9912971]"
"123 NORTH CHIPMAN ST., OWOSSO, MI","[-84.1891717, 43.000063]"
"4004 W. MAIN STREET, OWOSSO, MI","[-84.2484082, 43.0002321]"
"450 SOUTH SHIAWASSEE STREET, OWOSSO, MI","[-84.1769874, 42.994318]"
"1101 S CHESTNUT ST, OWOSSO, MI","[-84.195762, 42.986468]"
"1070 AIKEN RD, OWOSSO, MI","[-84.1491698, 42.9819516]"
"1400 MONROE, OWOSSO, MI","[-84.1538186, 42.9857722]"
"1650 INDUSTRIAL DRIVE, OWOSSO, MI","[-84.151764, 42.98132]"
"505 N HINTZ ROAD, OWOSSO, MI","[-84.14853660000001, 43.0040397]"
"615 DELANEY RD, OWOSSO, MI","[-84.20564619999999, 42.9887857]"
"210 S DELANEY RD, OWOSSO, MI","[-84.20910529999999, 42.9942603]"
"723 EAST GRAND RIVER AVENUE, PORTLAND, MI","[-84.8956697, 42.8687069]"
"723 EAST GRAND RIVER AVENUE, PORTLAND, MI","[-84.8956697, 42.8687069]"
"2 INDUSTRIAL DRIVE, PORTLAND, MI","[-84.9157555, 42.8853973]"
"3130 KNOLL RD   PO BOX 454, PORTLAND, MI","[-85.01177320000001, 42.84973859999999]"
"415 NELSON ST, POTTERVILLE, MI","[-84.74196239999999, 42.6302958]"
"6788 BILLWOOD HWY, POTTERVILLE, MI","[-84.7054715, 42.66842159999999]"
"420 NORTH HIGH STREET, POTTERVILLE, MI","[-83.0021909, 39.9713689]"
"777 BUSHA ROAD, OWOSSO, MI","[-84.2705531, 42.9885136]"
"2872 N HUBBARDSTON RD, PEWAMO, MI","[-84.8447906, 43.0302202]"
"6658 MILL ST, RIVERDALE, MI","[-84.8343711, 43.3881697]"
"T 15 N R 14 W  SECTION 18  ISABELLA TWP, ROSEBUSH, MI","[-84.7677927, 43.6991954]"
"4725 N ISABELLA RD, ROSEBUSH, MI","[-84.748307, 43.7098102]"
"3250 HARMON RD., SAINT JOHNS, MI","[-84.45286399999999, 43.0275837]"
"3715 N. CHANDLER RD, SAINT JOHNS, MI","[-84.485192, 43.0411666]"
"805 S OAKLAND, SAINT JOHNS, MI","[-84.55509219999999, 42.99337389999999]"
"1100 N FOREST HILL, SAINT JOHNS, MI","[-84.6798445, 43.0030502]"
"310  E. STEEL, SAINT JOHNS, MI","[-84.5554691, 43.00595390000001]"
"7250 N. FOREST HILL RD., SAINT JOHNS, MI","[-84.6798597, 43.0929824]"
"7250 NORTH FOREST HILL ROAD, SAINT JOHNS, MI","[-84.6798597, 43.0929824]"
"210 SPRING STREET, SAINT JOHNS, MI","[-84.55653339999999, 43.00320300000001]"
"916 W. STATE ST., SAINT JOHNS, MI","[-84.5703681, 43.0022696]"
"208 KUNTZ STREET, SAINT JOHNS, MI","[-84.55452749999999, 43.0132907]"
"400 N KIBBEE, SAINT JOHNS, MI","[-84.5484464, 43.0074022]"
"2900 N WILLIAMS RD, SAINT JOHNS, MI","[-84.5237239, 43.0294001]"
"4551 N. AIRPORT ROAD, SAINT JOHNS, MI","[-84.6012757, 43.0538701]"
"1640 TECHNICAL DR., SAINT JOHNS, MI","[-84.5544338, 43.0192929]"
"412 N. MILL ST., SAINT LOUIS, MI","[-84.6077218, 43.4124469]"
"801 WOODSIDE DR, SAINT LOUIS, MI","[-84.6190499, 43.3955142]"
"100 WOODSIDE DRIVE, ST. LOUIS, MI","[-84.6079263, 43.3961927]"
"120 WOODSIDE DR., ST. LOUIS, MI","[-84.6083475, 43.3963824]"
"6138 RIVERSIDE DRIVE, SARANAC, MI","[-85.1962299, 42.934369]"
"6425 GRAND RIVER AVE, SARANAC, MI","[-85.19941779999999, 42.8859701]"
"3896 GRAND RIVER, SARANAC, MI","[-85.1501442, 42.8924574]"
"8808 GRAND RIVER AVE, SARANAC, MI","[-85.2489988, 42.8862635]"
"6459 NASH HWY, SARANAC, MI","[-85.2420249, 42.8946754]"
"7549 RIVERSIDE DRIVE, SARANAC, MI","[-85.2235876, 42.92647179999999]"
"100 W MAIN ST, SARANAC, MI","[-85.2103114, 42.93104599999999]"
"5301 FLANNIGAN ROAD, ORLEANS, MI","[-85.11532299999999, 43.0631384]"
"10450  NEVINS ROAD, SIX LAKES, MI","[-85.1434395, 43.4438672]"
"KEARNEY 26 CPF, BELLAIRE, MI","[-85.2111728, 44.9802822]"
"4488 N SHERIDAN RD, STANTON, MI","[-85.0842535, 43.35726289999999]"
"OLD VANDY EAST CPF, VANDERBILT, MI","[-84.6603091, 45.14279030000001]"
"254 MAIN STREET, SUNFIELD, MI","[-84.992419, 42.7627554]"
"12711 ROUND LAKE RD, SUNFIELD, MI","[-85.0195629, 42.7505657]"
"9932 KENDAVILLE RD, VESTABURG, MI","[-84.88653870000002, 43.3640389]"
"9932 NORTHEAST KENDAVILLE ROAD, VESTABURG, MI","[-84.88653870000002, 43.3640389]"
"8614 VESTABURG ROAD NE, VESTABURG, MI","[-84.91520729999999, 43.4008338]"
"2700 N. STOCKBRIDGE RD, WEBBERVILLE, MI","[-84.19848259999999, 42.6654021]"
"2690 STOCKBRIDGE RD, WEBBERVILLE, MI","[-84.19846670000001, 42.6651152]"
"6900 W BASELINE RD, LAKE ISABELLA, MI","[-84.98626399999999, 43.6400472]"
"305 SOUTH WESTPHALIA STREET, WESTPHALIA, MI","[-84.7986322, 42.9266363]"
"1140 W GRAND RIVER AVE, WILLIAMSTON, MI","[-84.3011087, 42.6889167]"
"1492 WEST GRAND RIVER AVENUE, WILLIAMSTON, MI","[-84.30384889999999, 42.6878292]"
"2215 DIETZ RD, WILLIAMSTON, MI","[-84.2319831, 42.6501478]"
"ELEVATOR ST, WILLIAMSTON, MI","[-84.2814801, 42.6846069]"
"845 PROGRESS COURT, WILLIAMSTON, MI","[-84.27865589999999, 42.6810189]"
"1560 NOBLE RD, WILLIAMSTON, MI","[-84.299607, 42.656152]"
"8507 S WINN RD, WINN, MI","[-84.9030349, 43.5163692]"
"23075 WARNER AVE., WARREN, MI","[-83.0753129, 42.4629495]"
"16527 WOOD RD., DEWITT, MI","[-84.5215635, 42.7762327]"
"3950 N GRAND RIVER AVE, LANSING, MI","[-84.5839565, 42.7679789]"
"715 W WILLOW ST, LANSING, MI","[-84.5623051, 42.7474771]"
"3170 WEST STATE RD, LANSING, MI","[-84.5752246, 42.7842946]"
"16527 WOOD ROAD, LANSING, MI","[-84.5215635, 42.7762327]"
"3500 N MARTIN LUTHER KING JR BLVD, LANSING, MI","[-84.5657842, 42.76890700000001]"
"16800 INDUSTRIAL PARKWAY, LANSING, MI","[-84.62837250000001, 42.7740637]"
"5597 W GRAND RIVER, LANSING, MI","[-84.6338509, 42.776374]"
"405 EAST MAPLE STREET, LANSING, MI","[-84.5477315, 42.7467085]"
"16980 WOOD ROAD, LANSING, MI","[-84.5205178, 42.7822535]"
"1800 TURNER ST., LANSING, MI","[-84.5494101, 42.7541313]"
"2005 SEAGER ST, LANSING, MI","[-84.55710649999999, 42.756171]"
"16325 FELTON ROAD, LANSING, MI","[-84.61887159999999, 42.77871710000001]"
"1303 CASE STREET, LANSING, MI","[-84.5415101, 42.7485297]"
"1600 N LARCH ST, LANSING, MI","[-84.5428592, 42.7513847]"
"2810 CHAMBERLAIN  ROAD, LANSING, MI","[-84.530727, 42.763799]"
"16777 WOOD STREET, LANSING, MI","[-84.5230681, 42.7567361]"
"6300 W GRAND RIVER, LANSING, MI","[-84.64913849999999, 42.78188050000001]"
"5800 W GRAND RIVER AVENUE, LANSING, MI","[-84.6396559, 42.78082879999999]"
"2011 TURNER ST, LANSING, MI","[-84.5522759, 42.7557132]"
"16775 INDUSTRIAL PARKWAY, LANSING, MI","[-84.6240651, 42.7722889]"
"715 W WILLOW, LANSING, MI","[-84.5623051, 42.7474771]"
"3275 N. MARTIN LUTHER KING JR. BLVD., LANSING, MI","[-84.568619, 42.765513]"
"16260 FELTON ROAD, LANSING, MI","[-84.6208066, 42.7822466]"
"100 NORTH CEDAR STREET, IMLAY CITY, MI","[-83.0709938, 43.0235912]"
"7019 WEST Q AVENUE, KALAMAZOO, MI","[-85.687085, 42.200925]"
"3350 N MARTIN LUTHER KING BLVD., LANSING, MI","[-84.5670693, 42.7667018]"
"1215 E MICHIGAN AVE, LANSING, MI","[-84.53523899999999, 42.7336263]"
"209-1 WEST MT HOPE AVENUE, LANSING, MI","[-84.5566972, 42.71162289999999]"
"2423 S CEDAR ST, LANSING, MI","[-84.5475268, 42.7064653]"
"1201 SOUTH WASHINGTON AVENUE, LANSING, MI","[-84.550884, 42.71964639999999]"
"2900 COLLINS ROAD, LANSING, MI","[-84.4988769, 42.70237789999999]"
"2807 S MARTIN LUTHER KING BLVD, LANSING, MI","[-84.56472, 42.7034742]"
"3900 COLLINS RD, LANSING, MI","[-84.49898639999999, 42.6935379]"
"5020 S. PENNSYLVANIA, LANSING, MI","[-84.5386621, 42.6833247]"
"415 BAKER ST, LANSING, MI","[-84.54662599999999, 42.717312]"
"3280 SOUTH WAVERLY ROAD, LANSING, MI","[-84.6035498, 42.69872040000001]"
"2727 LYONS AVENUE, LANSING, MI","[-84.5410575, 42.703949]"
"701 EAST SOUTH STREET, LANSING, MI","[-84.54113939999999, 42.7198679]"
"3901 MARTIN LUTHER KING BLVD, LANSING, MI","[-84.5662754, 42.6926555]"
"3625 S CEDAR ST, LANSING, MI","[-84.5475807, 42.69484250000001]"
"5300 AURELIUS RD, LANSING, MI","[-84.5256594, 42.6800568]"
"5913 EXECUTIVE DR, LANSING, MI","[-84.53504459999999, 42.6711401]"
"6153 AURELIUS, LANSING, MI","[-84.5227377, 42.6678131]"
"5640 ENTERPRISE DR, LANSING, MI","[-84.52959129999999, 42.6747582]"
"5646 COMMERCE ST UNIT F, LANSING, MI","[-84.5329893, 42.6731302]"
"3814 W JOLLY ROAD, LANSING, MI","[-84.6024659, 42.6834516]"
"6736 SOUTH CEDAR, LANSING, MI","[-84.53776119999999, 42.6592382]"
"6041 S. PENNSYLVANIA AVE, LANSING, MI","[-84.53776119999999, 42.6695657]"
"5821 ENTERPRISE DR, LANSING, MI","[-84.526034, 42.67329]"
"5212 AURELIUS RD., LANSING, MI","[-84.52524989999999, 42.6810277]"
"500 N LARCH ST, LANSING, MI","[-84.5439648, 42.7386144]"
"148 S. CEDAR ST, LANSING, MI","[-84.54662599999999, 42.73132]"
"3029 E. KALAMAZOO ST., LANSING, MI","[-84.5147458, 42.73008780000001]"
"1801 BASSETT ST, LANSING, MI","[-84.5758936, 42.7526167]"
"2127 WILLOW ST, LANSING, MI","[-84.5803533, 42.747533]"
"3888 S CANAL RD, LANSING, MI","[-84.6630941, 42.6943284]"
"2408 S CANAL ROAD, LANSING, MI","[-84.6629935, 42.7080686]"
"7000 W WILLOW, LANSING, MI","[-84.6530533, 42.75629800000001]"
"8175 MILLETT HIGHWAY, LANSING, MI","[-84.6721441, 42.6959874]"
"2101 W WILLOW, LANSING, MI","[-84.5790439, 42.74777539999999]"
"6851 MILLETT HIGHWAY, LANSING, MI","[-84.649629, 42.6968051]"
"6851 MILLETT HIGHWAY, LANSING, MI","[-84.649629, 42.6968051]"
"3900 SOUTH CREYTS RD, LANSING, MI","[-84.64247809999999, 42.6933502]"
"1625 SUNSET AVE, LANSING, MI","[-84.5807829, 42.75259459999999]"
"3725 SOUTH CANAL ROAD, LANSING, MI","[-84.6578024, 42.692463]"
"5589 W. MOUNT HOPE HIGHWAY, LANSING, MI","[-84.629272, 42.709792]"
"3301 S CREYTS RD, LANSING, MI","[-84.6394105, 42.7014314]"
"1900 W WILLOW, LANSING, MI","[-84.5779288, 42.74984389999999]"
"5620 MILLETT HWY, LANSING, MI","[-84.6298444, 42.69847]"
"4150 S. CREYTS RD., LANSING, MI","[-84.64187249999999, 42.691932]"
"2127 WILLOW ST, LANSING, MI","[-84.5803533, 42.747533]"
"2530 SOUTH CANAL, LANSING, MI","[-84.6626651, 42.706287]"
"2801 W. SAGINAW ST., LANSING, MI","[-84.58484179999999, 42.7384697]"
"7009 W.  MOUNT HOPE HIGHWAY, LANSING, MI","[-84.6541938, 42.71076600000001]"
"3400 WENTWORTH DRIVE SW, GRAND RAPIDS, MI","[-85.7323704, 42.9033994]"
"920  TOWNSEND ST., LANSING, MI","[-84.5564515, 42.7235655]"
"221 N WASHINGTON SQUARE, LANSING, MI","[-84.552849, 42.7352696]"
"ONE CORPORATE WAY, LANSING, MI","[-84.4378589, 42.6754244]"
"PORTABLE CRUSHING PLANT #296-98, ISHPEMING, MI","[-87.6676358, 46.4885469]"
"MANISTEE TWP SEC 12, MANISTEE, MI","[-86.30112050000001, 44.26597]"
"2715 MILLER RD, KALAMAZOO, MI","[-85.5451255, 42.27125789999999]"
"1852 S BURDICK, KALAMAZOO, MI","[-85.5832781, 42.272462]"
"1521 GULL RD, KALAMAZOO, MI","[-85.5605868, 42.3084515]"
"5189 KINGS HIGHWAY, KALAMAZOO, MI","[-85.5276683, 42.287257]"
"6300 E. MICHIGAN AVE., KALAMAZOO, MI","[-85.5059596, 42.2882347]"
"3115 MILLER RD, KALAMAZOO, MI","[-85.5458092, 42.2703236]"
"3401 COVINGTON RD., KALAMAZOO, MI","[-85.53820759999999, 42.2508466]"
"2315 MILLER RD, KALAMAZOO, MI","[-85.5494688, 42.2678902]"
"4141 MANCHESTER RD., KALAMAZOO, MI","[-85.5415862, 42.2505164]"
"2100 FACTORY ST, KALAMAZOO, MI","[-85.55678720000002, 42.2710177]"
"3509 S. BURDICK STREET, KALAMAZOO, MI","[-85.57817390000001, 42.2561595]"
"2129 PORTAGE RD, KALAMAZOO, MI","[-85.5714211, 42.2697379]"
"1122 E. CROSSTOWN PARKWAY, KALAMAZOO, MI","[-85.5656525, 42.2870966]"
"606 E KILGORE, KALAMAZOO, MI","[-85.5727464, 42.24481189999999]"
"2000 GLENDENNING, KALAMAZOO, MI","[-85.54911539999999, 42.2713487]"
"2220 PALMER AVE, KALAMAZOO, MI","[-85.5518815, 42.2693674]"
"7000  PORTAGE ROAD, KALAMAZOO, MI","[-85.55477669999999, 42.2107184]"
"911 HATFIELD AVENUE, KALAMAZOO, MI","[-85.554817, 42.2831236]"
"807 PALMER, KALAMAZOO, MI","[-85.5716623, 42.2702853]"
"3102 E. CORK STREET, KALAMAZOO, MI","[-85.5413851, 42.2593125]"
"4117 PORTAGE ROAD, KALAMAZOO, MI","[-85.56012260000001, 42.2463149]"
"700 NAZARETH ROAD, KALAMAZOO, MI","[-85.5332835, 42.2993236]"
"910 SHELDON COURT, KALAMAZOO, MI","[-85.56874789999999, 42.2851411]"
"2605 EAST KILGORE RD, KALAMAZOO, MI","[-85.5478602, 42.2462995]"
"701 E MILHAM, PORTAGE, MI","[-85.58146959999999, 42.23175250000001]"
"9702 PORTAGE ROAD, KALAMAZOO, MI","[-85.56804439999999, 42.1763588]"
"4510 COMMERCIAL AVENUE, PORTAGE, MI","[-85.53507019999999, 42.2237275]"
"3921 E CENTRE STREET, PORTAGE, MI","[-85.5418275, 42.2019819]"
"4750 EXECUTIVE DR, PORTAGE, MI","[-85.53243169999999, 42.2261421]"
"6717 S. SPRINKLE RD, PORTAGE, MI","[-85.53995239999999, 42.2197856]"
"6565 SPRINKLE RD, PORTAGE, MI","[-85.5370814, 42.2220361]"
"5496 N RIVERVIEW DR, KALAMAZOO, MI","[-85.55881769999999, 42.3388308]"
"2204 RAVINE RD, KALAMAZOO, MI","[-85.61658419999999, 42.3109668]"
"3002 N. BURDICK ST., KALAMAZOO, MI","[-85.58275569999999, 42.3215757]"
"P.O. BOX 117, PARCHMENT, MI","[-85.5697296, 42.3280952]"
"400 ISLAND AVE, PARCHMENT, MI","[-85.57294859999999, 42.3271878]"
"3713 WEST MAIN ST, KALAMAZOO, MI","[-85.6336568, 42.2959664]"
"660 GULL STREET, KALAMAZOO, MI","[-85.572828, 42.2978808]"
"3320 RAVINE ROAD, KALAMAZOO, MI","[-85.6294751, 42.3145688]"
"3818 W MICHIGAN, KALAMAZOO, MI","[-85.63696619999999, 42.2775848]"
"133 WEST LOVELL, KALAMAZOO, MI","[-85.5838809, 42.288279]"
"601 JOHN ST, KALAMAZOO, MI","[-85.5802999, 42.2856526]"
"2019 N PITCHER ST, KALAMAZOO, MI","[-85.57948069999999, 42.3109729]"
"1500 N. PITCHER ST., KALAMAZOO, MI","[-85.5769681, 42.3066061]"
"1600 DOUGLAS AVE, KALAMAZOO, MI","[-85.6021229, 42.3067796]"
"225 PARSONS ST, KALAMAZOO, MI","[-85.5808265, 42.3018381]"
"807 HARRISON, KALAMAZOO, MI","[-85.574778, 42.2998266]"
"1415 N HARRISON ST., KALAMAZOO, MI","[-85.57431530000001, 42.3076562]"
"423 WALBRIDGE, KALAMAZOO, MI","[-85.5768877, 42.2954633]"
"1603 NORTH PITCHER STREET, KALAMAZOO, MI","[-85.5792993, 42.3075408]"
"333 PORTAGE STREET, KALAMAZOO, MI","[-85.5780935, 42.2895933]"
