id,name,address,city,zip_code,county,full_address
C9982,AUSABLE  WOODWORKING COMPANY INC,6677 JOHNSON ST,FREDERIC,49733,49733,"6677 JOHNSON ST, FREDERIC, MI"
N5988,CITY ENVIRONMENTAL SERVICES INC OF WATERS,11375 SHERMAN RD,FREDERIC,49733,49733,"11375 SHERMAN RD, FREDERIC, MI"
B7222,"JAGUAR ENERGY, FREDERIC 15 GAS PLANT",9038 DEWARD ROAD,FREDERIC,49733,49733,"9038 DEWARD ROAD, FREDERIC, MI"
B5668,LAMBDA ENERGY RESOURCES LLC - FREDERIC 20,10562  CAMERON BRIDGE RD,FREDERIC,49733,49733,"10562  CAMERON BRIDGE RD, FREDERIC, MI"
N6953,LAMBDA ENERGY RESOURCES LLC - ST FREDERICK & WOOD,NW/4 SE/4 FREDERIC TWP,FREDERIC,49733,49733,"NW/4 SE/4 FREDERIC TWP, FREDERIC, MI"
N7775,"LAMBDA ENERGY RESOURCES, LLC - FREDRIC 10",100 TWIN PEAKS RD,FREDERIC,49733,CRAWFORD,"100 TWIN PEAKS RD, FREDERIC, MI"
P0439,DT MIDSTREAM - GOOSE CREEK REMEDIATION SITE,COUNTY ROAD 612 & DEWARD ROAD (GOOSE CREEK ROAD),KALKASKA,49733,KALKASKA,"COUNTY ROAD 612 & DEWARD ROAD (GOOSE CREEK ROAD), KALKASKA, MI"
P0566,RIVERSIDE - ST. MAPLE FOREST - UNIT 181 STATION,"PART OF E 1/2 OF SE 1/4 SECT 5, T28N, R3W",MAPLE FOREST,49733,CRAWFORD,"PART OF E 1/2 OF SE 1/4 SECT 5, T28N, R3W, MAPLE FOREST, MI"
N7575,RIVERSIDE - ST. MAPLE FOREST CPF,SW NE NW OF S3 T28N R3W,MAPLE FOREST,49733,CRAWFORD,"SW NE NW OF S3 T28N R3W, MAPLE FOREST, MI"
N7508,A & L IRON AND METAL INC.,2000 MILBOCKER RD.,GAYLORD,49734,OTSEGO,"2000 MILBOCKER RD., GAYLORD, MI"
N6248,FORREST BROTHERS INC,1272 MILBOCKER RD,GAYLORD,49734,OTSEGO,"1272 MILBOCKER RD, GAYLORD, MI"
N5933,VCP MICHIGAN - VIENNA CHARLTON,"SEC. 12, T30N, R01W",GAYLORD,49734,OTSEGO,"SEC. 12, T30N, R01W, GAYLORD, MI"
N7525,RIVERSIDE - MINKE COAT CPF,T29N R6E SECTION 1,ALPENA,49735,ALPENA,"T29N R6E SECTION 1, ALPENA, MI"
N6127,BREITBURN OPERATING LP - CHESTER 7-11,NE SE SEC 12 T30N R3W,BAGLEY TWP,49735,OTSEGO,"NE SE SEC 12 T30N R3W, BAGLEY TWP, MI"
N6119,CORE ENERGY LLC - BAGLEY 11,"NW/4, SE/4, SE/4, SEC 11, T30N, R3W",BAGLEY TWP,49735,OTSEGO,"NW/4, SE/4, SE/4, SEC 11, T30N, R3W, BAGLEY TWP, MI"
N6956,PAXTON RESOURCES,SE SE NW SECTION 10  T30N  R3W,BAGLEY TWP,49735,OTSEGO,"SE SE NW SECTION 10  T30N  R3W, BAGLEY TWP, MI"
N7084,"RIVERSIDE ENERGY MICHIGAN, LLC - BAGLEY 16",SECTION 16,BAGLEY TWP,49735,OTSEGO,"SECTION 16, BAGLEY TWP, MI"
N6102,"RIVERSIDE ENERGY MICHIGAN, LLC - BAGLEY 23",SW NW NW  SEC 23 T30N R3W,BAGLEY TWP,49735,OTSEGO,"SW NW NW  SEC 23 T30N R3W, BAGLEY TWP, MI"
N6105,"RIVERSIDE ENERGY MICHIGAN, LLC - BAGLEY 700",NE SW SEC 12 T30N R3W,BAGLEY TWP,49735,OTSEGO,"NE SW SEC 12 T30N R3W, BAGLEY TWP, MI"
N6080,VCP MICHIGAN - BAGLEY 23,NW NW NW SEC 23 T30N R3W,BAGLEY TWP,49735,OTSEGO,"NW NW NW SEC 23 T30N R3W, BAGLEY TWP, MI"
N7523,RIVERSIDE - ELK RIDGE CPF,T31N R2E SECTION 11,BRILEY TWP,49735,MONTMORENCY,"T31N R2E SECTION 11, BRILEY TWP, MI"
N6947,DEVONIAN ENERGY (PAXTON RESOURCES) CHARLTON 32,"SW NE SECTION 32, T30N R1W",CHARLTON TWP,49735,OTSEGO,"SW NE SECTION 32, T30N R1W, CHARLTON TWP, MI"
N6082,"ENERVEST, CHARLTON 11/12, VIENNA 18 CPF",SW NE NW SEC 11 T30N R1W,CHARLTON TWP,49735,OTSEGO,"SW NE NW SEC 11 T30N R1W, CHARLTON TWP, MI"
N6205,"ENERVEST, NORTH CHARLTON 31",SE NE NW SEC 31 T31N R01W,CHARLTON TWP,49735,OTSEGO,"SE NE NW SEC 31 T31N R01W, CHARLTON TWP, MI"
N6918,"PAXTON RESOURCES, SCHROEDER 9 CPF",SE SE SW T29 R3W SEC 9,CHARLTON TWP,49735,OTSEGO,"SE SE SW T29 R3W SEC 9, CHARLTON TWP, MI"
N6221,VCP MICHIGAN - CHARLTON 18,NW NW SEC 18,CHARLTON TWP,49735,OTSEGO,"NW NW SEC 18, CHARLTON TWP, MI"
N6196,VCP MICHIGAN - CHARLTON 19,NW SE SW SEC 19 T31N R01W,CHARLTON TWP,49735,OTSEGO,"NW SE SW SEC 19 T31N R01W, CHARLTON TWP, MI"
N7784,VCP MICHIGAN - CHARLTON 32,SW NW SECTION 32 T30N R1W,CHARLTON TWP,49735,OTSEGO,"SW NW SECTION 32 T30N R1W, CHARLTON TWP, MI"
N7205,VCP MICHIGAN - CHARLTON 34/35,NE NW NE SEC 35,CHARLTON TWP,49735,OTSEGO,"NE NW NE SEC 35, CHARLTON TWP, MI"
N7952,WARD LAKE ENERGY,SE NE SEC 9 T30N R01W,CHARLTON TWP,49735,OTSEGO,"SE NE SEC 9 T30N R01W, CHARLTON TWP, MI"
N5798,CORE ENERGY LLC - CHESTER 10 CO2 RECOVERY,SW 1/4 SW 1/4 SEC 10 T29N R2W,CHESTER TWP,49735,OTSEGO,"SW 1/4 SW 1/4 SEC 10 T29N R2W, CHESTER TWP, MI"
N7218,"PAXTON RESOURCES, INC., BIG LAKE CPF",SECTION 8,CHESTER TWP,49735,OTSEGO,"SECTION 8, CHESTER TWP, MI"
P0928,RIVERSIDE - S. CHESTER / BIG BASS LAKE BOOSTER ST.,"E 1/2 SE 1/4 SW 1/4 SEC 1, T29N R2W",CHESTER TWP,49735,OTSEGO,"E 1/2 SE 1/4 SW 1/4 SEC 1, T29N R2W, CHESTER TWP, MI"
N6156,RIVERSIDE - S. CHESTER 1 CPF,"NE4 NE4 NE4 SEC 1, T29N-R2W",CHESTER TWP,49735,OTSEGO,"NE4 NE4 NE4 SEC 1, T29N-R2W, CHESTER TWP, MI"
N7961,VCP MICHIGAN - CHESTER 10,SE NW SEC 10 T30N R02W CHESTER 10 CPF,CHESTER TWP,49735,OTSEGO,"SE NW SEC 10 T30N R02W CHESTER 10 CPF, CHESTER TWP, MI"
N6182,VCP MICHIGAN - CHESTER 22/27 CPF,T30N R2W SEC 22 CHESTER TWP,CHESTER TWP,49735,OTSEGO,"T30N R2W SEC 22 CHESTER TWP, CHESTER TWP, MI"
N6094,VCP MICHIGAN - CHESTER 23 CPF,SE SW NE T31N R3W SEC 23,CHESTER TWP,49735,OTSEGO,"SE SW NE T31N R3W SEC 23, CHESTER TWP, MI"
P0446,CORE ENERGY LLC - DOVER 36 CPF,"SEC 36 (LAT: 45 02' 11.6""  - LONG: 84 30' 39.5"")",DOVER TWP,49735,OTSEGO,"SEC 36 (LAT: 45 02' 11.6""  - LONG: 84 30' 39.5""), DOVER TWP, MI"
N6135,RIVERSIDE - DOVER 36 CPF,SW4 NW4 T31N R2W SEC 36,DOVER TWP,49735,OTSEGO,"SW4 NW4 T31N R2W SEC 36, DOVER TWP, MI"
N6140,"RIVERSIDE ENERGY MICHIGAN, LLC -  DOVER 35 CPF",NW4 NE4 T31N R2E SEC 35,DOVER TWP,49735,OTSEGO,"NW4 NE4 T31N R2E SEC 35, DOVER TWP, MI"
N6114,"RIVERSIDE ENERGY MICHIGAN, LLC - CORWITH DOVER",SE NE SEC 4 T31N R2W,DOVER TWP,49735,OTSEGO,"SE NE SEC 4 T31N R2W, DOVER TWP, MI"
N7526,"RIVERSIDE ENERGY MICHIGAN, LLC - BUSHMAN CPF",T28N R2E SECTION 2,ELMER TWP,49735,OSCODA,"T28N R2E SECTION 2, ELMER TWP, MI"
M4136,AMERICAN CREMATORY,2017 DICKERSON RD,GAYLORD,49735,OTSEGO,"2017 DICKERSON RD, GAYLORD, MI"
N6211,AUTUMN VALLEY CREMATORY,1670 O ROURKE BLVD,GAYLORD,49735,OTSEGO,"1670 O ROURKE BLVD, GAYLORD, MI"
P1074,BASE SAND & GRAVEL LLC,3075 EAST DIXON LAKE ROAD,GAYLORD,49735,OTSEGO,"3075 EAST DIXON LAKE ROAD, GAYLORD, MI"
N7456,BREITBURN OPERATING LP - LUCKY 16,ELMIRA TWP SEC 35 T31N R4W SW NE SW,GAYLORD,49735,OTSEGO,"ELMIRA TWP SEC 35 T31N R4W SW NE SW, GAYLORD, MI"
N7468,BREITBURN OPERATING LP - NORTH HAYES 6 BSTR,SEC 10 T30N R4W SE,GAYLORD,49735,OTSEGO,"SEC 10 T30N R4W SE, GAYLORD, MI"
N8337,BRONCO OIL CO,1482 WEST M12,GAYLORD,49735,OTSEGO,"1482 WEST M12, GAYLORD, MI"
N6526,"CMS GENERATION, LIVINGSTON GENERATING STATION",155 N. TOWNLINE ROAD,GAYLORD,49735,OTSEGO,"155 N. TOWNLINE ROAD, GAYLORD, MI"
B2942,CONSUMERS ENERGY GAYLORD COMBUSTION TURBINE PLANT,201  MURNER RD.,GAYLORD,49735,OTSEGO,"201  MURNER RD., GAYLORD, MI"
A5797,COOPER STANDARD AUTOMOTIVE,594 ALPINE RD,GAYLORD,49735,OTSEGO,"594 ALPINE RD, GAYLORD, MI"
N6075,DELTA OIL COMPANY - AXFORD/NIMBY,SE SW NW T31N R02W SEC15 - OTSEGO COUNTY,GAYLORD,49735,OTSEGO,"SE SW NW T31N R02W SEC15 - OTSEGO COUNTY, GAYLORD, MI"
N6067,DELTA OIL COMPANY - BOUGHNER,SE SE SE T31N R02W SEC28,GAYLORD,49735,OTSEGO,"SE SE SE T31N R02W SEC28, GAYLORD, MI"
N6073,DELTA OIL COMPANY - GARDNER,SE NE SE T31N R01W SEC32,GAYLORD,49735,OTSEGO,"SE NE SE T31N R01W SEC32, GAYLORD, MI"
N6064,DELTA OIL COMPANY - SCHRADER,NW NW SW T31N R02W SEC23,GAYLORD,49735,OTSEGO,"NW NW SW T31N R02W SEC23, GAYLORD, MI"
N6231,LAMBDA ENERGY RESOURCES LLC - CHESTER 34,6790 BASS LAKE TRL,GAYLORD,49735,OTSEGO,"6790 BASS LAKE TRL, GAYLORD, MI"
B9149,LAMBDA ENERGY RESOURCES LLC - FREDERIC 2,11770 LYNN LAKE RD,GAYLORD,49735,CRAWFORD,"11770 LYNN LAKE RD, GAYLORD, MI"
B9152,LAMBDA ENERGY RESOURCES LLC - HAYES 22,9375 MT FREDERIC RD,GAYLORD,49735,OTSEGO,"9375 MT FREDERIC RD, GAYLORD, MI"
N6096,LAMBDA ENERGY RESOURCES LLC - OTSEGO 10,8151 AMOCO RD,GAYLORD,49735,OTSEGO,"8151 AMOCO RD, GAYLORD, MI"
B5667,LAMBDA ENERGY RESOURCES LLC - OTSEGO 6,2443 LAKE MANUKA RD   SEC 6 OTSEGO LAKE TWP,GAYLORD,49735,OTSEGO,"2443 LAKE MANUKA RD   SEC 6 OTSEGO LAKE TWP, GAYLORD, MI"
N6229,"LAMBDA ENERGY RESOURCES, LLC - BAGLEY A 25",4063 TROMBLEY RD,GAYLORD,49735,OTSEGO,"4063 TROMBLEY RD, GAYLORD, MI"
N6091,"LAMBDA ENERGY RESOURCES, LLC - CHESTER 18",2998 RANGER LAKE RD,GAYLORD,49735,OTSEGO,"2998 RANGER LAKE RD, GAYLORD, MI"
N8126,"LOWE'S HOME CENTERS, INC",600 EDELWEISS VILLAGE PARKWAY,GAYLORD,49735,OTSEGO,"600 EDELWEISS VILLAGE PARKWAY, GAYLORD, MI"
N2140,"MASON EXCAVATING, INC.",EAST DIXON LAKE ROAD,GAYLORD,49735,OTSEGO,"EAST DIXON LAKE ROAD, GAYLORD, MI"
N5897,MDNR GAYLORD REPAIR FACILITY,540 S OTSEGO AVE,GAYLORD,49735,OTSEGO,"540 S OTSEGO AVE, GAYLORD, MI"
N6051,O.I.L. ENERGY CORP. -  BAGLEY 17 FACILITY,2646 DICKERSON RD,GAYLORD,49735,OTSEGO,"2646 DICKERSON RD, GAYLORD, MI"
N6079,PAXTON RESOURCES (LIVINGSTON 18 CPF),SE SW NE SEC 18 T31N R3W,GAYLORD,49735,OTSEGO,"SE SW NE SEC 18 T31N R3W, GAYLORD, MI"
N6907,"PAXTON RESOURCES, J.A. BOTT",NW NW NE SEC 13 T29N R03W,GAYLORD,49735,OTSEGO,"NW NW NE SEC 13 T29N R03W, GAYLORD, MI"
N7465,RIVERSIDE - HAYES 34 CPF,SEC 34 29N 04W,GAYLORD,49735,OTSEGO,"SEC 34 29N 04W, GAYLORD, MI"
N6939,RIVERSIDE - OLD VANDY NORTH CPF,SW SW SW SEC 17 T32N R3W,GAYLORD,49735,OTSEGO,"SW SW SW SEC 17 T32N R3W, GAYLORD, MI"
P1194,RIVERSIDE ENERGY MICHIGAN,10875 GERONIMO TRAIL,GAYLORD,49735,OTSEGO,"10875 GERONIMO TRAIL, GAYLORD, MI"
N6793,"RIVERSIDE ENERGY MICHIGAN, LLC - CHESTER 16",SW NE SW SEC 16,GAYLORD,49735,OTSEGO,"SW NE SW SEC 16, GAYLORD, MI"
N7015,"RIVERSIDE ENERGY MICHIGAN, LLC - ECHO LAKE 6 CPF","SE SE SE  T29N R4W,  SEC 6",GAYLORD,49735,OTSEGO,"SE SE SE  T29N R4W,  SEC 6, GAYLORD, MI"
N7065,"RIVERSIDE ENERGY MICHIGAN, LLC - NADV 1-2-3",SEC 8 T30N R4W SE NW SW,GAYLORD,49735,OTSEGO,"SEC 8 T30N R4W SE NW SW, GAYLORD, MI"
N5831,"RIVERSIDE ENERGY MICHIGAN, LLC - WILDERNESS CO2",10875 GERONIMO TRAIL,GAYLORD,49735,OTSEGO,"10875 GERONIMO TRAIL, GAYLORD, MI"
N2584,TOTTENS BODY SHOP,1720 SOUTH OLD US 27,GAYLORD,49735,OTSEGO,"1720 SOUTH OLD US 27, GAYLORD, MI"
N6444,VCP MICHIGAN - ASE 5,"T30N-R2W, SECTION 35",GAYLORD,49735,OTSEGO,"T30N-R2W, SECTION 35, GAYLORD, MI"
N6180,"WARD LAKE ENERGY, CHARLTON 21 CPF",T30N R1W SEC 21,GAYLORD,49735,OTSEGO,"T30N R1W SEC 21, GAYLORD, MI"
N6181,"WARD LAKE ENERGY, CHARLTON 7 CPF",T30N R1W SEC 7,GAYLORD,49735,OTSEGO,"T30N R1W SEC 7, GAYLORD, MI"
N6833,"WOLVERINE POWER, GAYLORD GENERATING STATION",2700 MILLBOCKER ROAD,GAYLORD,49735,OTSEGO,"2700 MILLBOCKER ROAD, GAYLORD, MI"
N6137,BREITBURN OPERATING LP - HAYES 29,SW4 SW4 T29N R4W SEC 29,HAYES TWP,49735,OTSEGO,"SW4 SW4 T29N R4W SEC 29, HAYES TWP, MI"
N6185,MUZYL OIL CORP - TOWER,T29N R4W SEC 10,HAYES TWP,49735,OTSEGO,"T29N R4W SEC 10, HAYES TWP, MI"
N7537,RIVERSIDE - HAYES 29 - GRIDIRON BOOSTER STATION,T28N R4W SECTION 34,HAYES TWP,49735,OTSEGO,"T28N R4W SECTION 34, HAYES TWP, MI"
N7538,RIVERSIDE - HAYES 34 WILD WEST BOOSTER STATION,SE4 NE4 SE4 SECTION 16 T30N R4W,HAYES TWP,49735,OTSEGO,"SE4 NE4 SE4 SECTION 16 T30N R4W, HAYES TWP, MI"
N6111,"RIVERSIDE ENERGY MICHIGAN, LLC - SKEBA CAPLE",NE NE NW SEC 28 T30N R4W,HAYES TWP,49735,OTSEGO,"NE NE NW SEC 28 T30N R4W, HAYES TWP, MI"
N7184,VCP MICHIGAN - HAYES 12,SE NW SEC 12,HAYES TWP,49735,OTSEGO,"SE NW SEC 12, HAYES TWP, MI"
N5934,VCP MICHIGAN - MAYER,"T29N-R4W, SECTION 24",HAYES TWP,49735,OTSEGO,"T29N-R4W, SECTION 24, HAYES TWP, MI"
N7560,RIVERSIDE - MOSSBACK CPF,SE4 SE4 SW4 SECTION 2 T31N R3W,LIVNGSTON TWP,49735,OTSEGO,"SE4 SE4 SW4 SECTION 2 T31N R3W, LIVNGSTON TWP, MI"
N6946,RIVERSIDE - OLD VANDY SOUTH CPF,NW NW NW SEC 6,LIVNGSTON TWP,49735,OTSEGO,"NW NW NW SEC 6, LIVNGSTON TWP, MI"
N6128,"RIVERSIDE ENERGY MICHIGAN, LLC - LIVINGSTON 17",NW SW SEC 9 T31N R3W,LIVNGSTON TWP,49735,OTSEGO,"NW SW SEC 9 T31N R3W, LIVNGSTON TWP, MI"
N7561,"RIVERSIDE ENERGY MICHIGAN, LLC - LIVINGSTON 21","SW4 SW4 SEC 21, T31N, R3 W",LIVNGSTON TWP,49735,OTSEGO,"SW4 SW4 SEC 21, T31N, R3 W, LIVNGSTON TWP, MI"
N6560,"RIVERSIDE ENERGY MICHIGAN, LLC -LIVINGSTON 31 CPF","SE4, SW4, SEC 31, T31N, R3W (GT 4/12/07)",LIVNGSTON TWP,49735,OTSEGO,"SE4, SW4, SEC 31, T31N, R3W (GT 4/12/07), LIVNGSTON TWP, MI"
N6099,VCP MICHIGAN - LIVINGSTON 34,685 E. M-32,LIVNGSTON TWP,49735,OTSEGO,"685 E. M-32, LIVNGSTON TWP, MI"
N7607,RIVERSIDE - MADV CPF,T 29N R5W SEC 26,MANCELONA TWP,49735,ANTRIM,"T 29N R5W SEC 26, MANCELONA TWP, MI"
N7566,RIVERSIDE - MANCELONA WEST,SE4 SE4 SEC 29,MANCELONA TWP,49735,ANTRIM,"SE4 SE4 SEC 29, MANCELONA TWP, MI"
N7812,RIVERSIDE - OTSEGO LAKE 27 CPF,SHERMAN RD SW 1/4 SEC 27,OTSEGO LAKE,49735,OTSEGO,"SHERMAN RD SW 1/4 SEC 27, OTSEGO LAKE, MI"
P0268,ARBOR OPERATING GRAND CANYON CPF,NW SE SW SEC 32,VANDERBILT,49735,OTSEGO,"NW SE SW SEC 32, VANDERBILT, MI"
N7852,"RIVERSIDE ENERGY MICHIGAN, LLC DOVER RIDGE BOOSTER",T32N R2W SECTION 5,VANDERBILT,49735,OTSEGO,"T32N R2W SECTION 5, VANDERBILT, MI"
N7943,WARD LAKE ENERGY VIENNA 18 CPF,NW NW SE SEC 18,VIENNA TWP,49735,MONTMORENCY,"NW NW SE SEC 18, VIENNA TWP, MI"
N8186,BREITBURN OPERATING - ST. BEAVER CK C4-18,SW4 NE4 SE4 SEC 18,BEAVER CREEK,49738,CRAWFORD,"SW4 NE4 SE4 SEC 18, BEAVER CREEK, MI"
P0699,ARAUCO NORTH AMERICA,5851 ARAUCO RD,GRAYLING,49738,CRAWFORD,"5851 ARAUCO RD, GRAYLING, MI"
P0435,CORE ENERGY - BEAVER CREEK C3-11,KING ROAD,GRAYLING,49738,CRAWFORD,"KING ROAD, GRAYLING, MI"
N1237,GEORGIA PACIFIC CHEMICALS LLC,4113 W FOUR MILE RD,GRAYLING,49738,CRAWFORD,"4113 W FOUR MILE RD, GRAYLING, MI"
N2388,GRAYLING GENERATING STATION LTD PTNR,4400 W FOUR MILE RD,GRAYLING,49738,CRAWFORD,"4400 W FOUR MILE RD, GRAYLING, MI"
N0954,MICHIGAN DEPARTMENT OF CORRECTIONS - CAMP LEHMAN,BOX 3838 R3,GRAYLING,49738,CRAWFORD,"BOX 3838 R3, GRAYLING, MI"
N7005,MONARCH MILLWORK,2211 INDUSTRIAL DRIVE,GRAYLING,49738,CRAWFORD,"2211 INDUSTRIAL DRIVE, GRAYLING, MI"
B8707,"SPRINGS WINDOW FASHIONS, LLC",2669 INDUSTRIAL DRIVE,GRAYLING,49738,CRAWFORD,"2669 INDUSTRIAL DRIVE, GRAYLING, MI"
A0869,STEPHAN WOOD PROD INC,605 HURON STREET,GRAYLING,49738,CRAWFORD,"605 HURON STREET, GRAYLING, MI"
N5043,"TOTAL PETROLEUM, INC.",236 JAMES ST,GRAYLING,49738,CRAWFORD,"236 JAMES ST, GRAYLING, MI"
B7302,WEYERHAEUSER NR COMPANY,4111 W FOUR MILE RD,GRAYLING,49738,CRAWFORD,"4111 W FOUR MILE RD, GRAYLING, MI"
N6345,BREITBURN OPERATING LP - GARFIELD 1-8 CPF,"SW 1/4, NE 1/4, NE 1/4, SEC 8, T25N, R5W",S BOARDMAN,49738,KALKASKA,"SW 1/4, NE 1/4, NE 1/4, SEC 8, T25N, R5W, S BOARDMAN, MI"
N6346,RIVERSIDE - GARFIELD 1-9/8-9,SECTION 9 GARFIELD TWP,S BOARDMAN,49738,KALKASKA,"SECTION 9 GARFIELD TWP, S BOARDMAN, MI"
L1437,CAMP GRAYLING JOINT MANUEVER,HQ BLDG 117,GRAYLING,49739,CRAWFORD,"HQ BLDG 117, GRAYLING, MI"
N6974,RIVERSIDE - BEAVER CREEK DRZ,NW 1/4 SE 1/4 SECTION 17,GRAYLING,49739,CRAWFORD,"NW 1/4 SE 1/4 SECTION 17, GRAYLING, MI"
P0179,CITY OF HARBOR SPRINGS,800 STATE RD,HARBOR SPGS,49740,EMMET,"800 STATE RD, HARBOR SPGS, MI"
P0180,CITY OF HARBOR SPRINGS,550 4TH ST,HARBOR SPGS,49740,EMMET,"550 4TH ST, HARBOR SPGS, MI"
P0181,CITY OF HARBOR SPRINGS,119 E MAIN ST,HARBOR SPGS,49740,EMMET,"119 E MAIN ST, HARBOR SPGS, MI"
P0777,RIVERSIDE - THUNDER BAY NORTH / BLACK BEAN BOOSTER,"SW SE SE 1/4 SEC 2, T30N, R6E",WILSON TWP,49744,ALPENA,"SW SE SE 1/4 SEC 2, T30N, R6E, WILSON TWP, MI"
N7532,RIVERSIDE - HEAD START CPF,T30N R5E SEC 9,FLANDERS,49746,ALPENA,"T30N R5E SEC 9, FLANDERS, MI"
N1266,HILLMAN POWER CO,750  E. PROGRESS ST,HILLMAN,49746,MONTMORENCY,"750  E. PROGRESS ST, HILLMAN, MI"
N5785,MARBLE ERA PRODUCTS INC,16960 N CTY RD 459,HILLMAN,49746,MONTMORENCY,"16960 N CTY RD 459, HILLMAN, MI"
N7454,RIVERSIDE - CATTLE ANTRIM CPF,SEC 10 T29N R4E SW SE NW,HILLMAN,49746,MONTMORENCY,"SEC 10 T29N R4E SW SE NW, HILLMAN, MI"
P0387,RIVERSIDE - HILLBILLY CPF,"T31N-R3E, SEC 21, SW SW NE",HILLMAN,49746,MONTMORENCY,"T31N-R3E, SEC 21, SW SW NE, HILLMAN, MI"
N8256,RIVERSIDE - LLOYDS OF LONDON CPF,SE NW NE SEC 18 T31N R3E,HILLMAN,49746,MONTMORENCY,"SE NW NE SEC 18 T31N R3E, HILLMAN, MI"
P0090,RIVERSIDE - LOUD 13 - JOY BOOSTER 6647,"SE ¼ SECTION 18, T29N, R4E, RUST TOWNSHIP",HILLMAN,49746,MONTMORENCY,"SE ¼ SECTION 18, T29N, R4E, RUST TOWNSHIP, HILLMAN, MI"
P0037,RIVERSIDE - MILLER CREEK CPF,MILLER CREEK CPF,HILLMAN,49746,MONTMORENCY,"MILLER CREEK CPF, HILLMAN, MI"
N8255,"RIVERSIDE ENERGY MICHIGAN, LLC - BRUSH LIMBAUGH",BRUSH LIMBAUGH CPF,HILLMAN,49746,MONTMORENCY,"BRUSH LIMBAUGH CPF, HILLMAN, MI"
P0038,"RIVERSIDE ENERGY MICHIGAN, LLC - FOSTERS LAGER CPF",NE NW SW SECT 22 T31N-R4E,HILLMAN,49746,MONTMORENCY,"NE NW SW SECT 22 T31N-R4E, HILLMAN, MI"
N8257,"RIVERSIDE ENERGY MICHIGAN, LLC - X-REA CPF",T31N R4E SEC 26 SW 1/4 NW 1/4 SW 1/4,HILLMAN,49746,MONTMORENCY,"T31N R4E SEC 26 SW 1/4 NW 1/4 SW 1/4, HILLMAN, MI"
P0185,LAMBDA ENERGY RESOURCES LLC - KRUEGERALD,BEAUDAIN RD NW 1/4 OF THE SW 1/4 SEC 4 T29N R7E,OSSINEKE,49746,ALPENA,"BEAUDAIN RD NW 1/4 OF THE SW 1/4 SEC 4 T29N R7E, OSSINEKE, MI"
N7874,"JORDAN DEVELOPMENT COMPANY, L.L.C.- 451 RUM","NW NE SW, SEC 29",RUST TWP,49746,MONTMORENCY,"NW NE SW, SEC 29, RUST TWP, MI"
N8258,RIVERSIDE - APPLE ORCHARD CPF,"T29N, R4E  SECTION 10, NE  SW  SE",RUST TWP,49746,MONTMORENCY,"T29N, R4E  SECTION 10, NE  SW  SE, RUST TWP, MI"
N8213,"RIVERSIDE ENERGY MICHIGAN, LLC - LOUD 13 UNIT 172",SE 1/4 NW 1/4 SEC 19,RUST TWP,49746,MONTMORENCY,"SE 1/4 NW 1/4 SEC 19, RUST TWP, MI"
N7470,"LAMBDA ENERGY RESOURCES, LLC - CALEDONIA 10 & 11",4409 FRUCHEY RANCH RD.,CALEDONIA TWP,49747,ALCONA,"4409 FRUCHEY RANCH RD., CALEDONIA TWP, MI"
N8214,LINN OPERATING INC - UNIT 169 BST (OSSINEKE TWP),SE 1/4 SE 1/4 SEC 23,OSSINEKE,49747,ALPENA,"SE 1/4 SE 1/4 SEC 23, OSSINEKE, MI"
P0148,RIVERSIDE - SNOWPLOW CPF,SW 1/4 NW 1/4 SW 1/4 SEC 10 T29N R5E,OSSINEKE,49747,ALPENA,"SW 1/4 NW 1/4 SW 1/4 SEC 10 T29N R5E, OSSINEKE, MI"
N7287,A J POSITANO PAVING #194-03A,PORTABLE ASPHALT PLANT #194-03A,INDIAN RIVER,49749,CHEBOYGAN,"PORTABLE ASPHALT PLANT #194-03A, INDIAN RIVER, MI"
N7286,A J POSITANO PAVING #213-03,PORTABLE CRUSHING PLANT #213-03,INDIAN RIVER,49749,CHEBOYGAN,"PORTABLE CRUSHING PLANT #213-03, INDIAN RIVER, MI"
P0895,MDEQ RRD,3675 SOUTH STRAITS HIGHWAY,INDIAN RIVER,49749,CHEBOYGAN,"3675 SOUTH STRAITS HIGHWAY, INDIAN RIVER, MI"
N7284,RIVERSIDE - BAGLEY 30,"NE SEC 19,T30N,R3W",BAGLEY TWP,49751,OTSEGO,"NE SEC 19,T30N,R3W, BAGLEY TWP, MI"
N7338,VCP MICHIGAN - BRILEY 26,"T31 R2E SECTION 26, SE NE NW",BRILEY TWP,49751,MONTMORENCY,"T31 R2E SECTION 26, SE NE NW, BRILEY TWP, MI"
N6239,FEDERATED OIL & GAS PROP - CHARLTON 16,SEC 16,CHARLTON TWP,49751,OTSEGO,"SEC 16, CHARLTON TWP, MI"
N6116,"JORDAN DEVELOPMENT COMPANY, L.L.C. - PIGEON RIVER",NW NE SEC 22 T31N R1W,CHARLTON TWP,49751,OTSEGO,"NW NE SEC 22 T31N R1W, CHARLTON TWP, MI"
N6109,"JORDAN DEVELOPMENT COMPANY, L.L.C. - SCHROEDER",NW NE SEC 16 T30N R1W,CHARLTON TWP,49751,OTSEGO,"NW NE SEC 16 T30N R1W, CHARLTON TWP, MI"
N6188,"MUSKEGON DEVELOPMENT, LITTLE CRAPO LAKE",T29 N R1W SEC 18,CHARLTON TWP,49751,OTSEGO,"T29 N R1W SEC 18, CHARLTON TWP, MI"
